2019-04-11 17:58:54 INFO - Client request 28 requesting room XG14 on day 6, timeslot 12-1, at 1 seconds 
2019-04-11 17:58:58 INFO - Client request 492 requesting room CG04 on day 3, timeslot 9-10, at 5 seconds 
2019-04-11 17:58:58 INFO - Client request 490 requesting room CG04 on day 4, timeslot 9-10, at 5 seconds 
2019-04-11 17:58:58 INFO - Client request 493 requesting room T101 on day 1, timeslot 11-12, at 5 seconds 
2019-04-11 17:58:58 INFO - Client request 488 requesting room L221 on day 1, timeslot 1-2, at 5 seconds 
2019-04-11 17:58:58 INFO - Client request 494 requesting room XG14 on day 1, timeslot 9-10, at 5 seconds 
2019-04-11 17:58:58 INFO - Client request 495 requesting room L221 on day 2, timeslot 12-1, at 5 seconds 
2019-04-11 17:58:58 INFO - Client request 496 requesting room CG04 on day 1, timeslot 12-1, at 5 seconds 
2019-04-11 17:58:58 INFO - Client request 497 requesting room T101 on day 6, timeslot 11-12, at 5 seconds 
2019-04-11 17:58:58 INFO - Client request 498 requesting room L221 on day 6, timeslot 10-11, at 5 seconds 
2019-04-11 17:58:58 INFO - Client request 499 requesting room L221 on day 4, timeslot 11-12, at 5 seconds 
2019-04-11 17:58:58 INFO - Client request 500 requesting room XG14 on day 6, timeslot 11-12, at 5 seconds 
2019-04-11 17:58:59 INFO - Client request 501 requesting room L221 on day 1, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 506 requesting room XG14 on day 1, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 505 requesting room L221 on day 3, timeslot 11-12, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 503 requesting room XG14 on day 5, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 504 requesting room CG04 on day 3, timeslot 12-1, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 507 requesting room L221 on day 1, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 508 requesting room CG04 on day 2, timeslot 12-1, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 509 requesting room CG04 on day 4, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 510 requesting room XG14 on day 3, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 511 requesting room XG14 on day 6, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 512 requesting room CG04 on day 5, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 513 requesting room T101 on day 3, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 515 requesting room XG14 on day 6, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 514 requesting room T101 on day 6, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 516 requesting room XG14 on day 4, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 519 requesting room CG04 on day 1, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 517 requesting room L221 on day 5, timeslot 11-12, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 520 requesting room CG04 on day 6, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 522 requesting room T101 on day 3, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 521 requesting room XG14 on day 4, timeslot 11-12, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 518 requesting room CG04 on day 2, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 523 requesting room XG14 on day 1, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 524 requesting room XG14 on day 1, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 506 requesting room L221 on day 5, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 505 requesting room L221 on day 1, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 503 requesting room XG14 on day 1, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 507 requesting room CG04 on day 5, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 512 requesting room CG04 on day 5, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 525 requesting room L221 on day 5, timeslot 11-12, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 527 requesting room L221 on day 6, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 529 requesting room CG04 on day 2, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 528 requesting room XG14 on day 6, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 526 requesting room L221 on day 6, timeslot 12-1, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 515 requesting room T101 on day 6, timeslot 12-1, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 510 requesting room L221 on day 5, timeslot 11-12, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 530 requesting room XG14 on day 1, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 514 requesting room CG04 on day 2, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 517 requesting room T101 on day 6, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 520 requesting room XG14 on day 6, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 531 requesting room CG04 on day 2, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 532 requesting room CG04 on day 5, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 533 requesting room L221 on day 3, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 534 requesting room XG14 on day 1, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 535 requesting room L221 on day 4, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 523 requesting room T101 on day 3, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 522 requesting room XG14 on day 3, timeslot 11-12, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 524 requesting room XG14 on day 4, timeslot 11-12, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 536 requesting room XG14 on day 4, timeslot 11-12, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 537 requesting room XG14 on day 1, timeslot 12-1, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 518 requesting room T101 on day 1, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 506 requesting room CG04 on day 6, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 503 requesting room T101 on day 4, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 540 requesting room XG14 on day 2, timeslot 11-12, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 539 requesting room L221 on day 3, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 538 requesting room CG04 on day 5, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 505 requesting room T101 on day 5, timeslot 12-1, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 541 requesting room T101 on day 6, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 542 requesting room T101 on day 5, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 526 requesting room L221 on day 5, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 512 requesting room T101 on day 5, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 544 requesting room L221 on day 4, timeslot 12-1, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 543 requesting room T101 on day 4, timeslot 12-1, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 547 requesting room CG04 on day 3, timeslot 12-1, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 550 requesting room L221 on day 1, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 549 requesting room XG14 on day 1, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 553 requesting room XG14 on day 3, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 555 requesting room CG04 on day 5, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 548 requesting room L221 on day 3, timeslot 11-12, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 557 requesting room T101 on day 3, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 545 requesting room L221 on day 1, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 556 requesting room T101 on day 6, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 546 requesting room XG14 on day 5, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 558 requesting room XG14 on day 6, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 554 requesting room XG14 on day 6, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 559 requesting room XG14 on day 4, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 552 requesting room CG04 on day 4, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 551 requesting room CG04 on day 2, timeslot 12-1, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 561 requesting room CG04 on day 2, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 560 requesting room L221 on day 5, timeslot 11-12, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 563 requesting room CG04 on day 6, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 564 requesting room XG14 on day 4, timeslot 11-12, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 562 requesting room CG04 on day 1, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 566 requesting room XG14 on day 1, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 568 requesting room L221 on day 5, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 569 requesting room XG14 on day 1, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 570 requesting room L221 on day 1, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 571 requesting room CG04 on day 5, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 572 requesting room CG04 on day 5, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 565 requesting room T101 on day 3, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 573 requesting room L221 on day 5, timeslot 11-12, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 567 requesting room XG14 on day 1, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 575 requesting room L221 on day 6, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 574 requesting room L221 on day 6, timeslot 12-1, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 577 requesting room CG04 on day 2, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 576 requesting room XG14 on day 6, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 579 requesting room L221 on day 5, timeslot 11-12, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 578 requesting room T101 on day 6, timeslot 12-1, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 581 requesting room CG04 on day 2, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 582 requesting room T101 on day 6, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 584 requesting room CG04 on day 2, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 586 requesting room L221 on day 3, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 587 requesting room XG14 on day 1, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 589 requesting room T101 on day 3, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 591 requesting room XG14 on day 4, timeslot 11-12, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 592 requesting room XG14 on day 4, timeslot 11-12, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 593 requesting room XG14 on day 1, timeslot 12-1, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 580 requesting room XG14 on day 1, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 598 requesting room L221 on day 3, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 601 requesting room T101 on day 6, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 597 requesting room CG04 on day 5, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 596 requesting room T101 on day 4, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 595 requesting room CG04 on day 6, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 594 requesting room T101 on day 1, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 590 requesting room XG14 on day 3, timeslot 11-12, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 588 requesting room L221 on day 4, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 585 requesting room CG04 on day 5, timeslot 10-11, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 583 requesting room XG14 on day 6, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 606 requesting room L221 on day 4, timeslot 12-1, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 604 requesting room T101 on day 5, timeslot 9-10, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 605 requesting room T101 on day 4, timeslot 12-1, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 602 requesting room T101 on day 5, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 603 requesting room L221 on day 5, timeslot 1-2, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 600 requesting room T101 on day 5, timeslot 12-1, at 6 seconds 
2019-04-11 17:58:59 INFO - Client request 599 requesting room XG14 on day 2, timeslot 11-12, at 6 seconds 
2019-04-11 17:59:00 INFO - Client request 607 requesting room T101 on day 5, timeslot 12-1, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 607 requesting room T101 on day 3, timeslot 11-12, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 610 requesting room T101 on day 3, timeslot 1-2, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 608 requesting room CG04 on day 4, timeslot 11-12, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 609 requesting room L221 on day 2, timeslot 11-12, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 610 requesting room T101 on day 2, timeslot 1-2, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 609 requesting room XG14 on day 2, timeslot 11-12, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 607 requesting room L221 on day 3, timeslot 12-1, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 611 requesting room T101 on day 5, timeslot 9-10, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 612 requesting room XG14 on day 5, timeslot 12-1, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 612 requesting room T101 on day 1, timeslot 1-2, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 612 requesting room L221 on day 2, timeslot 10-11, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 613 requesting room L221 on day 2, timeslot 1-2, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 612 requesting room CG04 on day 1, timeslot 10-11, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 613 requesting room L221 on day 5, timeslot 9-10, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 613 requesting room L221 on day 2, timeslot 12-1, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 614 requesting room L221 on day 1, timeslot 9-10, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 614 requesting room T101 on day 2, timeslot 12-1, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 615 requesting room L221 on day 5, timeslot 11-12, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 615 requesting room CG04 on day 4, timeslot 1-2, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 616 requesting room T101 on day 6, timeslot 1-2, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 617 requesting room CG04 on day 3, timeslot 10-11, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 618 requesting room CG04 on day 5, timeslot 1-2, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 618 requesting room T101 on day 6, timeslot 11-12, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 619 requesting room XG14 on day 4, timeslot 11-12, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 621 requesting room XG14 on day 3, timeslot 11-12, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 620 requesting room T101 on day 2, timeslot 12-1, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 619 requesting room CG04 on day 4, timeslot 1-2, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 620 requesting room T101 on day 2, timeslot 10-11, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 622 requesting room L221 on day 6, timeslot 10-11, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 619 requesting room T101 on day 2, timeslot 11-12, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 620 requesting room CG04 on day 1, timeslot 9-10, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 624 requesting room L221 on day 5, timeslot 11-12, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 623 requesting room CG04 on day 3, timeslot 1-2, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 625 requesting room CG04 on day 6, timeslot 10-11, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 619 requesting room T101 on day 6, timeslot 12-1, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 619 requesting room L221 on day 1, timeslot 1-2, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 626 requesting room CG04 on day 2, timeslot 12-1, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 624 requesting room CG04 on day 5, timeslot 1-2, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 625 requesting room XG14 on day 2, timeslot 1-2, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 619 requesting room XG14 on day 5, timeslot 12-1, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 628 requesting room CG04 on day 1, timeslot 12-1, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 630 requesting room L221 on day 2, timeslot 12-1, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 627 requesting room L221 on day 1, timeslot 10-11, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 629 requesting room T101 on day 6, timeslot 12-1, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 631 requesting room T101 on day 5, timeslot 12-1, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 637 requesting room T101 on day 2, timeslot 1-2, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 641 requesting room T101 on day 1, timeslot 1-2, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 636 requesting room XG14 on day 2, timeslot 11-12, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 643 requesting room L221 on day 2, timeslot 1-2, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 645 requesting room L221 on day 5, timeslot 9-10, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 646 requesting room L221 on day 1, timeslot 9-10, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 648 requesting room T101 on day 2, timeslot 12-1, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 649 requesting room L221 on day 5, timeslot 11-12, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 650 requesting room CG04 on day 4, timeslot 1-2, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 635 requesting room T101 on day 3, timeslot 1-2, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 651 requesting room T101 on day 6, timeslot 1-2, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 634 requesting room L221 on day 2, timeslot 11-12, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 653 requesting room CG04 on day 5, timeslot 1-2, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 633 requesting room CG04 on day 4, timeslot 11-12, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 654 requesting room T101 on day 6, timeslot 11-12, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 632 requesting room T101 on day 3, timeslot 11-12, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 655 requesting room XG14 on day 4, timeslot 11-12, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 652 requesting room CG04 on day 3, timeslot 10-11, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 656 requesting room T101 on day 2, timeslot 12-1, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 657 requesting room XG14 on day 3, timeslot 11-12, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 647 requesting room L221 on day 2, timeslot 12-1, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 659 requesting room T101 on day 2, timeslot 10-11, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 660 requesting room L221 on day 6, timeslot 10-11, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 644 requesting room CG04 on day 1, timeslot 10-11, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 662 requesting room CG04 on day 1, timeslot 9-10, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 663 requesting room CG04 on day 3, timeslot 1-2, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 665 requesting room CG04 on day 6, timeslot 10-11, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 642 requesting room L221 on day 2, timeslot 10-11, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 640 requesting room XG14 on day 5, timeslot 12-1, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 668 requesting room CG04 on day 5, timeslot 1-2, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 639 requesting room T101 on day 5, timeslot 9-10, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 638 requesting room L221 on day 3, timeslot 12-1, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 671 requesting room XG14 on day 5, timeslot 12-1, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 670 requesting room XG14 on day 2, timeslot 1-2, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 673 requesting room CG04 on day 1, timeslot 12-1, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 674 requesting room T101 on day 6, timeslot 12-1, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 675 requesting room L221 on day 2, timeslot 12-1, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 669 requesting room CG04 on day 2, timeslot 12-1, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 667 requesting room L221 on day 1, timeslot 1-2, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 666 requesting room T101 on day 6, timeslot 12-1, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 664 requesting room L221 on day 5, timeslot 11-12, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 661 requesting room T101 on day 2, timeslot 11-12, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 658 requesting room CG04 on day 4, timeslot 1-2, at 7 seconds 
2019-04-11 17:59:00 INFO - Client request 672 requesting room L221 on day 1, timeslot 10-11, at 7 seconds 
2019-04-11 17:59:01 INFO - Client request 676 requesting room L221 on day 1, timeslot 12-1, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 678 requesting room L221 on day 6, timeslot 9-10, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 677 requesting room T101 on day 5, timeslot 10-11, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 679 requesting room T101 on day 1, timeslot 9-10, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 680 requesting room CG04 on day 2, timeslot 9-10, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 682 requesting room XG14 on day 2, timeslot 11-12, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 683 requesting room T101 on day 1, timeslot 9-10, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 681 requesting room CG04 on day 3, timeslot 1-2, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 676 requesting room T101 on day 3, timeslot 9-10, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 678 requesting room T101 on day 1, timeslot 10-11, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 684 requesting room T101 on day 4, timeslot 10-11, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 677 requesting room XG14 on day 1, timeslot 12-1, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 680 requesting room L221 on day 6, timeslot 1-2, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 685 requesting room CG04 on day 4, timeslot 12-1, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 688 requesting room CG04 on day 2, timeslot 1-2, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 686 requesting room XG14 on day 4, timeslot 12-1, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 681 requesting room T101 on day 3, timeslot 10-11, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 682 requesting room T101 on day 6, timeslot 9-10, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 685 requesting room T101 on day 2, timeslot 1-2, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 688 requesting room T101 on day 5, timeslot 9-10, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 690 requesting room T101 on day 5, timeslot 10-11, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 689 requesting room CG04 on day 3, timeslot 10-11, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 687 requesting room CG04 on day 2, timeslot 1-2, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 690 requesting room XG14 on day 6, timeslot 11-12, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 691 requesting room L221 on day 1, timeslot 9-10, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 692 requesting room XG14 on day 6, timeslot 11-12, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 692 requesting room T101 on day 3, timeslot 9-10, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 693 requesting room XG14 on day 2, timeslot 12-1, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 692 requesting room XG14 on day 3, timeslot 1-2, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 693 requesting room XG14 on day 2, timeslot 1-2, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 693 requesting room L221 on day 2, timeslot 11-12, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 694 requesting room CG04 on day 4, timeslot 9-10, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 695 requesting room L221 on day 4, timeslot 9-10, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 695 requesting room XG14 on day 3, timeslot 11-12, at 8 seconds 
2019-04-11 17:59:01 INFO - Client request 696 requesting room T101 on day 4, timeslot 10-11, at 8 seconds 
